ID / IDENTIFIANT,ORGANISATION,GROUP AND LEVEL  / GROUPE ET NIVEAU,PROVINCE_FR,PROVINCE_EN,FIRST OFFICIAL LANGUAGE / PREMIÈRE LANGUE OFFICIELLE (EN),MEMBERS OF VISIBLE MINORITIES / MINORITÉS VISIBLES,INDIGENOUS PEOPLES / AUTOCHTONES,PERSONS WITH DISABILITIES / PERSONNES EN SITUATION DE HANDICAP,APPLICATION DATE / DATE DE CANDIDATURE,SALARY / SALAIRE
257,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,0
258,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,0
259,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,16-juin-21,0
260,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,1,24-nov.-21,0
261,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,0
262,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,0
263,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,3-mai-21,0
264,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,23-nov.-21,0
265,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,25-nov.-21,0
266,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,12-nov.-21,0
267,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,14-oct.-21,0
268,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,18-oct.-21,0
269,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-sept.-21,0
270,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,8-juil.-21,0
271,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,2-juil.-21,0
272,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-avr.-21,0
273,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,0
274,Organisation C,AS01,Nouveau-Brunswick,New Brunswick,French,0,0,0,16-sept.-21,0
275,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,22-juin-21,0
276,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,0
277,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,0
278,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,14-oct.-21,0
279,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,8-nov.-21,0
280,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,28-juin-21,0
281,Organisation C,AS01,Alberta,Alberta,English,0,0,0,5-juil.-21,0
282,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,24-nov.-21,0
283,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,15-oct.-21,0
284,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,0
285,Organisation C,AS01,Alberta,Alberta,English,1,1,0,24-juin-21,0
286,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,27-oct.-21,0
287,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,30-juin-21,0
288,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,28-juin-21,0
289,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,24-nov.-21,0
290,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,15-sept.-21,0
291,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,French,0,0,0,1-nov.-21,0
292,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,9-avr.-21,0
293,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,24-nov.-21,59580
294,Organisation C,AS01,Alberta,Alberta,English,1,0,0,28-juin-21,59580
295,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,16-sept.-21,59580
296,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,21-nov.-21,59580
297,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-sept.-21,59580
298,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-sept.-21,59580
299,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,15-oct.-21,59580
300,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,59580
301,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
302,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,59580
303,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,5-juil.-21,59580
304,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-oct.-21,59580
305,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,59580
306,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,6-juil.-21,59580
307,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,14-oct.-21,59580
308,Organisation C,AS01,Alberta,Alberta,English,0,0,0,29-juin-21,59580
309,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-sept.-21,59580
310,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,59580
311,Organisation C,AS01,Nouveau-Brunswick,New Brunswick,English,0,0,0,16-sept.-21,59580
312,Organisation E,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,5-nov.-21,59580
313,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,1-nov.-21,59580
314,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,59580
315,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,14-sept.-21,59580
316,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,13-avr.-21,59580
317,Organisation C,AS01,Colombie-Britannique,British Columbia,French,0,0,0,23-juin-21,59580
318,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,6-juil.-21,59580
319,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,23-juin-21,59580
320,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,23-juin-21,59580
321,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,17-juin-21,59580
322,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,24-nov.-21,59580
323,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-nov.-21,59580
324,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,22-juin-21,59580
325,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,9-avr.-21,59580
326,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,1,27-juin-21,59580
327,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-nov.-21,59580
328,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,59580
329,Organisation C,AS01,Alberta,Alberta,English,0,1,0,22-juin-21,59580
330,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,59580
331,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-avr.-21,59580
332,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,22-nov.-21,59580
333,Organisation C,AS01,Alberta,Alberta,English,0,0,0,5-juil.-21,59580
334,Organisation C,AS01,Alberta,Alberta,English,1,0,0,23-juin-21,59580
335,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,59580
336,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,14-sept.-21,59580
337,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,6-juil.-21,59580
338,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,30-nov.-21,59580
339,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,24-nov.-21,59580
340,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
341,Organisation C,AS01,Alberta,Alberta,English,1,0,0,22-juin-21,59580
342,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,59580
343,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
344,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,59580
345,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,18-oct.-21,59580
346,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,59580
347,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-oct.-21,59580
348,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,5-nov.-21,59580
349,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,18-oct.-21,59580
350,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,28-juin-21,59580
351,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-sept.-21,59580
352,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,14-oct.-21,59580
353,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
354,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,16-sept.-21,59580
355,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,59580
356,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,23-juin-21,59580
357,Organisation C,AS01,Alberta,Alberta,English,0,0,0,23-juin-21,59580
358,Organisation C,AS01,Saskatchewan,Saskatchewan,English,1,0,0,22-juin-21,59580
359,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,16-sept.-21,59580
360,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,18-oct.-21,59580
361,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,13-avr.-21,59580
362,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,22-juin-21,59580
363,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
364,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,59580
365,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-oct.-21,59580
366,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,15-sept.-21,59580
367,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,59580
368,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,18-nov.-21,59580
369,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,59580
370,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-oct.-21,59580
371,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,1,5-juil.-21,59580
372,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
373,Organisation C,AS01,Alberta,Alberta,English,1,0,0,22-juin-21,59580
374,Organisation C,AS01,Alberta,Alberta,English,0,0,0,12-sept.-21,59580
375,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,18-nov.-21,59580
376,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,59580
377,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,25-juin-21,59580
378,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,59580
379,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,1,0,13-avr.-21,59580
380,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,19-nov.-21,59580
381,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-avr.-21,59580
382,Organisation C,AS01,Alberta,Alberta,English,1,0,0,15-sept.-21,59580
383,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,15-oct.-21,59580
384,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,59580
385,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,11-sept.-21,59580
386,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,16-oct.-21,59580
387,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,22-nov.-21,59580
388,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,13-avr.-21,59580
389,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-nov.-21,59580
390,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
391,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,17-oct.-21,59580
392,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,16-sept.-21,59580
393,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,23-juin-21,59580
394,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-sept.-21,59580
395,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,24-juin-21,59580
396,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,16-sept.-21,59580
397,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,59580
398,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,5-juil.-21,59580
399,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,1,5-juil.-21,59580
400,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,16-sept.-21,59580
401,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-sept.-21,59580
402,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,22-nov.-21,59580
403,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,59580
404,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,59580
405,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,16-juin-21,59580
406,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,1,24-nov.-21,59580
407,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,59580
408,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,59580
409,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,3-mai-21,59580
410,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,23-nov.-21,59580
411,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,25-nov.-21,59580
412,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,12-nov.-21,59580
413,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,14-oct.-21,59580
414,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,18-oct.-21,59580
415,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-sept.-21,59580
416,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,8-juil.-21,59580
417,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,2-juil.-21,59580
418,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-avr.-21,59580
419,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,5-juil.-21,59580
420,Organisation C,AS01,Nouveau-Brunswick,New Brunswick,French,0,0,0,16-sept.-21,59580
421,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,22-juin-21,59580
422,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,59580
423,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,59580
424,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,14-oct.-21,59580
425,Organisation E,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,8-nov.-21,59580
426,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,28-juin-21,59580
427,Organisation C,AS01,Alberta,Alberta,English,0,0,0,5-juil.-21,59580
428,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,24-nov.-21,59580
429,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,15-oct.-21,59580
430,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,59580
431,Organisation C,AS01,Alberta,Alberta,English,1,1,0,24-juin-21,59580
432,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,27-oct.-21,59580
433,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,0,30-juin-21,59580
434,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,28-juin-21,59580
435,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,24-nov.-21,59580
436,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,15-sept.-21,59580
437,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,French,0,0,0,1-nov.-21,59580
438,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,9-avr.-21,59580
439,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,24-nov.-21,58308
440,Organisation C,AS01,Alberta,Alberta,English,1,0,0,28-juin-21,58308
441,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,16-sept.-21,58308
442,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,21-nov.-21,58308
443,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-sept.-21,58308
444,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-sept.-21,58308
445,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,15-oct.-21,58308
446,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,58308
447,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-nov.-21,58308
448,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,58308
449,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,5-juil.-21,58308
450,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-oct.-21,58308
451,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,58308
452,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,6-juil.-21,58308
453,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,14-oct.-21,58308
454,Organisation C,AS01,Alberta,Alberta,English,0,0,0,29-juin-21,58308
455,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-sept.-21,58308
456,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,58308
457,Organisation C,AS01,Nouveau-Brunswick,New Brunswick,English,0,0,0,16-sept.-21,58308
458,Organisation E,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,5-nov.-21,58308
459,Organisation A,AS01,Nouvelle-Écosse,Nova Scotia,English,0,0,0,1-nov.-21,58308
460,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-avr.-21,58308
461,Organisation C,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,14-sept.-21,58308
462,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,13-avr.-21,58308
463,Organisation C,AS01,Colombie-Britannique,British Columbia,French,0,0,0,23-juin-21,58308
464,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,6-juil.-21,58308
465,Organisation C,AS01,Colombie-Britannique,British Columbia,English,1,0,0,23-juin-21,58308
466,Organisation C,AS01,Manitoba,Manitoba,English,0,0,0,23-juin-21,58308
467,Organisation D,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,17-juin-21,58308
468,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,24-nov.-21,58308
469,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-nov.-21,58308
470,Organisation C,AS01,Saskatchewan,Saskatchewan,English,0,0,0,22-juin-21,58308
471,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,9-avr.-21,58308
472,Organisation C,AS01,Colombie-Britannique,British Columbia,English,0,0,1,27-juin-21,58308
473,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-nov.-21,58308
474,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,58308
475,Organisation C,AS01,Alberta,Alberta,English,0,1,0,22-juin-21,58308
476,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,58308
477,Organisation C,AS01,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-avr.-21,58308
478,Organisation B,AS01,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,22-nov.-21,58308
479,Organisation C,AS01,Alberta,Alberta,English,0,0,0,5-juil.-21,58308
